wave,line
7883.132,1.26E-04
7883.152,1.26E-04
7883.212,4.75E-04
7883.654,1.94E-04
7883.799,1.94E-04
7883.83,4.75E-04
7883.834,2.29E+00
7883.867,2.29E+00
7887.753,6.25E-04
7888.774,6.25E-04
7891.55,9.56E-07
7891.834,3.74E+00
7892.209,3.74E+00
7892.755,9.56E-07
7895.689,1.41E-06
7897.623,1.41E-06
7900.082,1.16E-05
7900.108,1.16E-05
7900.742,1.74E-05
7900.963,1.74E-05
7903.409,4.14E-04
7903.599,4.14E-04
7907.177,1.45E-06
7907.569,1.45E-06
7907.903,1.93E-03
7908.503,1.93E-03
7909.15,2.14E-06
7910.112,2.14E-06
7914.418,1.79E+00
7914.438,1.79E+00
7915.88,1.66E+01
7915.89,1.66E+01
7916.267,0.00E+00
7917.059,0.00E+00
7917.909,0.00E+00
7919.12,0.00E+00
7920.513,5.54E-01
7920.542,5.54E-01
7920.803,8.59E-07
7920.884,8.59E-07
7921.567,1.27E-06
7921.874,1.27E-06
7923.161,8.60E-01
7923.281,6.04E+00
7923.286,8.60E-01
7923.315,6.04E+00
7930.532,2.25E-01
7930.557,2.25E-01
7933.049,1.79E+00
7933.561,1.79E+00
7933.913,2.04E+00
7933.986,2.04E+00
7939.806,4.18E-05
7940.549,4.18E-05
7943.883,6.46E-05
7944.233,8.38E-05
7944.349,8.18E-02
7944.354,8.18E-02
7944.518,8.38E-05
7945.06,6.46E-05
7945.372,5.18E-08
7945.518,5.18E-08
7946.204,7.45E-08
7946.604,7.45E-08
7947.915,6.09E-01
7948.04,6.09E-01
7948.523,3.33E-04
7949.275,3.33E-04
7951.349,3.68E+00
7951.432,3.68E+00
7953.688,1.31E-07
7954.212,1.31E-07
7955.665,1.90E-07
7956.824,1.90E-07
7961.849,2.29E-02
7961.876,2.29E-02
7965.39,1.49E-01
7965.579,1.49E-01
7966.793,1.24E+01
7966.889,1.24E+01
7970.216,3.60E-01
7970.44,3.60E-01
7971.542,0.00E+00
7971.687,7.81E-08
7972.442,0.00E+00
7973.096,7.81E-08
7973.862,2.50E-09
7974.08,2.50E-09
7974.737,3.55E-09
7975.238,3.55E-09
7975.553,1.13E-07
7977.76,1.13E-07
7979.181,6.95E-01
7979.844,6.95E-01
7981.943,4.73E+00
7981.983,4.73E+00
7983.011,6.09E-03
7983.082,6.09E-03
7986.422,3.00E-02
7986.684,3.00E-02
7990.133,1.39E-05
7990.53,1.39E-05
7994.218,4.81E-05
7995.14,4.81E-05
7995.439,1.35E+01
7995.622,1.35E+01
8000.337,3.54E-06
8001.216,3.54E-06
8004.025,5.19E-06
8005.37,5.19E-06
8005.922,1.01E-08
8006.36,9.86E-11
8006.594,1.01E-08
8006.654,9.86E-11
8007.261,1.40E-10
8007.847,1.21E-03
8007.866,1.40E-10
8007.886,1.45E-08
8007.971,1.21E-03
8009.264,1.45E-08
8011.079,5.33E-03
8011.426,5.33E-03
8016.25,3.78E+00
8016.276,3.78E+00
8022.229,1.22E-01
8022.567,1.22E-01
8027.875,9.29E+00
8028.16,9.29E+00
8030.377,2.22E-01
8031.209,2.22E-01
8036.39,1.75E-04
8036.578,1.75E-04
8039.43,7.84E-04
8039.871,7.84E-04
8041.294,1.89E-06
8041.818,1.89E-06
8042.962,3.21E-12
8043.336,3.21E-12
8045.179,6.41E-06
8046.291,6.41E-06
8054.18,2.15E+00
8054.289,2.15E+00
8057.696,5.40E-09
8059.331,5.40E-09
8061.32,7.69E-09
8063.828,7.69E-09
8064.152,6.70E-10
8064.196,4.68E+00
8064.594,4.68E+00
8064.935,2.32E-07
8064.991,6.70E-10
8065.958,2.32E-07
8068.294,3.42E-07
8068.696,2.68E-05
8068.958,2.68E-05
8069.814,3.42E-07
8071.546,8.62E-05
8072.092,8.62E-05
8079.368,3.40E-02
8079.834,3.40E-02
8086.806,5.86E-02
8087.823,5.86E-02
8095.805,9.12E-01
8096.005,9.12E-01
8097.927,2.11E-07
8098.595,2.11E-07
8101.624,7.06E-07
8102.945,7.06E-07
8104.467,1.81E+00
8104.834,2.17E-06
8104.989,1.81E+00
8105.18,2.17E-06
8107.506,8.44E-06
8108.167,8.44E-06
8133.736,1.25E-08
8134.909,1.25E-08
8136.814,1.76E-08
8138.52,1.76E-08
8141.2,2.95E-01
8141.502,2.95E-01
8141.831,7.77E-03
8142.44,7.77E-03
8144.889,2.11E-07
8145.328,2.11E-07
8147.395,6.39E-07
8148.182,6.39E-07
8148.654,1.30E-02
8148.748,5.44E-01
8149.402,5.44E-01
8149.875,1.30E-02
8149.916,3.15E-10
8151.801,3.15E-10
8160.277,2.38E-08
8161.108,2.38E-08
8163.799,6.40E-08
8165.352,6.40E-08
8188.956,1.65E-08
8189.498,1.65E-08
8190.467,7.41E-02
8190.881,7.41E-02
8191.311,3.67E-08
8192.232,3.67E-08
8197.102,1.29E-01
8197.898,1.29E-01
8206.887,5.26E-10
8208.218,5.26E-10
8209.726,7.50E-10
8209.845,1.50E-03
8210.614,1.50E-03
8211.621,7.50E-10
8216.138,2.40E-03
8217.583,2.40E-03
8228.624,1.84E-09
8229.637,1.84E-09
8231.984,5.38E-09
8233.793,5.38E-09
8237.145,1.05E-09
8237.798,1.05E-09
8239.363,2.28E-09
8240.428,2.28E-09
8243.723,1.45E-02
8244.256,1.45E-02
8249.606,2.41E-02
8250.556,2.41E-02
8280.542,2.57E+00
8280.605,2.57E+00
8280.846,8.01E-01
8280.883,8.01E-01
8282.216,4.30E-01
8282.313,4.30E-01
8283.264,1.28E+00
8283.349,1.28E+00
8283.668,2.40E-04
8283.922,6.37E+00
8283.995,6.37E+00
8284.549,1.84E-11
8284.616,2.40E-04
8284.938,1.96E-01
8284.942,1.96E-01
8285.398,1.12E-01
8285.494,1.12E-01
8286.042,1.84E-11
8287.18,2.59E-11
8288.646,2.89E+00
8288.704,2.89E+00
8289.271,2.59E-11
8289.502,3.72E-04
8289.576,5.38E-11
8290.348,5.38E-11
8290.847,1.17E+01
8290.915,1.17E+01
8291.195,3.72E-04
8291.672,1.16E-10
8292.758,2.29E-02
8292.837,2.29E-02
8292.864,3.83E-02
8292.887,1.16E-10
8292.923,3.83E-02
8298.512,4.71E+00
8298.528,4.71E+00
8301.09,2.26E-03
8301.153,1.36E+01
8301.202,1.36E+01
8301.753,2.26E-03
8303.285,1.52E-10
8304.276,3.73E-03
8304.327,3.73E-03
8304.5,1.52E-10
8304.742,5.99E-03
8304.869,5.99E-03
8306.354,3.62E-03
8306.497,3.82E-10
8307.466,3.62E-03
8308.588,3.82E-10
8312.986,4.84E+00
8313.021,4.84E+00
8319.971,4.86E-04
8319.979,4.86E-04
8320.651,7.57E-04
8320.861,7.57E-04
8339.835,5.10E-05
8339.88,5.10E-05
8340.675,7.72E-05
8340.98,7.72E-05
8345.315,3.69E+00
8345.337,3.69E+00
8346.387,1.13E-12
8346.891,3.44E+01
8346.901,3.44E+01
8347.281,1.13E-12
8348.373,3.21E-12
8349.742,3.21E-12
8352.051,1.14E+00
8352.084,1.14E+00
8355.143,1.28E+01
8355.181,1.28E+01
8362.702,2.80E-04
8363.142,4.60E-01
8363.17,4.60E-01
8363.504,2.80E-04
8363.591,3.22E-05
8363.956,4.34E-06
8364.065,4.34E-06
8364.737,3.22E-05
8364.902,6.43E-06
8365.316,6.43E-06
8366.896,5.06E-13
8366.979,4.49E+00
8367.06,4.49E+00
8367.449,4.32E-04
8368.553,5.06E-13
8368.736,4.32E-04
8369.027,4.87E-05
8370.992,4.87E-05
8378.458,1.73E-01
8378.467,1.73E-01
8382.554,1.37E+00
8382.692,1.37E+00
8384.62,8.08E-12
8384.65,7.49E+00
8384.74,7.49E+00
8386.062,8.08E-12
8392.423,3.01E-07
8392.607,3.01E-07
8393.433,4.37E-07
8393.967,4.37E-07
8397.888,5.47E-02
8397.914,5.47E-02
8401.429,2.52E+01
8401.527,2.52E+01
8401.987,3.59E-01
8402.197,3.59E-01
8407.728,3.92E-14
8408.747,3.92E-14
8417.52,9.75E+00
8417.566,9.75E+00
8421.402,1.49E-02
8421.477,1.49E-02
8425.333,1.71E-08
8425.377,7.83E-02
8425.601,1.71E-08
8425.672,7.83E-02
8426.378,2.45E-08
8427.04,2.45E-08
8428.701,2.75E-05
8429.653,2.75E-05
8432.396,2.79E+01
8432.586,2.79E+01
8433.015,4.14E-05
8434.488,4.14E-05
8449.024,3.22E-03
8449.157,3.22E-03
8449.941,3.65E-06
8451.308,3.65E-06
8452.81,1.46E-02
8453.201,1.46E-02
8454.562,7.97E+00
8454.583,7.97E+00
8455.03,5.41E-06
8457.295,5.41E-06
8462.802,7.97E-10
8463.16,7.97E-10
8463.86,1.13E-09
8464.661,1.13E-09
8467.534,1.98E+01
8467.835,1.98E+01
8480.797,5.22E-04
8481.001,5.22E-04
8484.37,2.21E-03
8484.872,2.21E-03
8495.669,4.70E+00
8495.776,4.70E+00
8499.242,2.18E-06
8500.354,2.18E-06
8503.189,3.20E-06
8504.859,3.20E-06
8504.964,3.10E-11
8505.416,3.10E-11
8506.965,1.04E+01
8507.391,1.04E+01
8516.791,7.91E-05
8517.076,7.91E-05
8520.149,2.85E-04
8520.773,2.85E-04
8540.919,2.09E+00
8541.126,2.09E+00
8543.087,3.52E-07
8544.698,3.52E-07
8547.872,5.12E-07
8550.468,5.12E-07
8550.776,4.20E+00
8551.337,4.20E+00
8557.094,9.50E-06
8557.472,9.50E-06
8560.245,2.98E-05
8561.005,2.98E-05
8574.492,1.39E-07
8575.773,1.39E-07
8578.127,2.02E-07
8580.003,2.02E-07
8590.396,7.17E-01
8590.713,7.17E-01
8599.047,1.34E+00
8599.755,1.34E+00
8601.812,9.09E-07
8602.294,9.09E-07
8604.769,2.57E-06
8605.678,2.57E-06
8643.442,2.90E-08
8644.215,1.93E-01
8644.65,1.93E-01
8645.326,2.90E-08
8647.961,4.16E-08
8650.922,4.16E-08
8651.066,6.92E-08
8651.665,6.92E-08
8651.863,3.38E-01
8652.73,3.38E-01
8653.844,1.89E-07
8654.634,7.21E-09
8654.915,1.89E-07
8656.093,7.21E-09
8658.001,1.03E-08
8660.092,1.03E-08
8702.508,4.10E-02
8703.074,4.10E-02
8705,4.19E-09
8705.723,4.19E-09
8707.609,1.23E-08
8708.856,1.23E-08
8709.323,6.86E-02
8710.363,6.86E-02
8739.865,3.06E-10
8741.507,3.06E-10
8743.003,4.32E-10
8745.314,4.32E-10
8751.477,2.05E-09
8753.665,2.05E-09
8761.096,4.45E+00
8761.141,4.45E+00
8762.661,1.48E+00
8762.671,1.48E+00
8763.688,1.04E+01
8763.753,1.04E+01
8763.767,2.50E-10
8763.958,2.19E+00
8764.012,7.86E-01
8764.053,2.19E+00
8764.116,7.86E-01
8764.625,2.50E-10
8765.423,6.97E-03
8766.132,6.97E-03
8766.224,5.76E-10
8767.655,5.76E-10
8768.47,3.92E-01
8768.512,3.92E-01
8768.774,4.67E+00
8768.835,2.21E-01
8768.842,4.67E+00
8768.933,2.21E-01
8770.288,1.82E+01
8770.353,1.82E+01
8771.544,1.12E-02
8772.771,1.12E-02
8778.379,4.94E-02
8778.454,4.94E-02
8778.607,7.29E+00
8778.63,7.29E+00
8778.648,8.34E-02
8778.759,8.34E-02
8780.72,2.05E+01
8780.768,2.05E+01
8792.64,8.88E-03
8792.678,8.88E-03
8793.311,1.44E-02
8793.505,1.44E-02
8793.585,7.25E+00
8793.615,7.25E+00
8811.635,1.29E-03
8811.647,1.29E-03
8812.559,2.03E-03
8812.853,2.03E-03
8827.545,9.88E-12
8827.857,5.39E+00
8827.885,5.39E+00
8828.544,9.88E-12
8829.514,5.05E+01
8829.525,5.05E+01
8829.86,2.46E-11
8830.406,1.06E-11
8831.487,2.46E-11
8832.233,1.06E-11
8833.122,9.51E-04
8833.984,9.51E-04
8835.39,1.53E-04
8835.398,1.68E+00
8835.44,1.68E+00
8835.466,1.53E-04
8836.503,2.33E-04
8836.91,2.33E-04
8838.659,1.48E-03
8838.843,1.93E+01
8838.885,1.93E+01
8840.086,1.48E-03
8847.836,6.99E-01
8847.875,6.99E-01
8852.202,6.99E+00
8852.295,6.99E+00
8864.028,1.49E-05
8864.182,1.49E-05
8865.041,2.72E-01
8865.059,2.72E-01
8865.263,2.22E-05
8865.799,2.22E-05
8869.768,2.23E+00
8869.927,2.23E+00
8869.968,1.09E+01
8870.068,1.09E+01
8886.907,9.05E-02
8886.928,9.05E-02
8888.237,3.66E+01
8888.341,3.66E+01
8891.679,6.16E-01
8891.922,6.16E-01
8896.531,4.05E-13
8897.665,1.19E-06
8897.675,4.05E-13
8897.907,1.19E-06
8898.972,1.74E-06
8899.651,1.74E-06
8905.529,1.44E+01
8905.589,1.44E+01
8905.78,1.05E-04
8906.808,1.05E-04
8910.821,1.59E-04
8912.464,1.59E-04
8913.393,2.56E-02
8913.468,2.56E-02
8918.057,1.44E-01
8918.398,1.44E-01
8921.982,4.14E+01
8922.185,4.14E+01
8936.434,7.89E-08
8936.779,7.89E-08
8937.778,1.14E-07
8938.618,1.14E-07
8944.539,5.88E-03
8944.682,5.88E-03
8945.845,1.21E+01
8945.856,1.21E+01
8949.012,2.85E-02
8949.466,2.85E-02
8960.381,3.02E+01
8960.705,3.02E+01
8980.406,1.11E-03
8980.496,4.37E-09
8980.629,1.11E-03
8980.956,4.37E-09
8981.854,6.20E-09
8982.867,6.20E-09
8983.589,9.38E-06
8984.653,4.79E-03
8984.793,9.38E-06
8985.233,4.79E-03
8988.205,1.39E-05
8990.078,1.39E-05
8990.782,7.39E+00
8990.885,7.39E+00
9003.586,1.65E+01
9004.048,1.65E+01
9021.086,1.79E-04
9021.401,1.79E-04
9025.099,6.74E-04
9025.82,6.74E-04
9030.034,2.03E-10
9030.62,2.03E-10
9040.433,3.45E+00
9040.643,3.45E+00
9051.716,7.01E+00
9052.329,7.01E+00
9066.692,2.29E-05
9066.757,6.85E-07
9067.113,2.29E-05
9068.149,6.85E-07
9070.476,7.88E-05
9071.008,9.96E-07
9071.354,7.88E-05
9073.126,9.96E-07
9094.894,1.26E+00
9095.224,1.26E+00
9104.878,2.37E+00
9105.657,2.37E+00
9117.365,2.49E-06
9117.905,2.49E-06
9120.932,7.64E-06
9121.982,7.64E-06
9154.297,3.64E-01
9154.759,3.64E-01
9155.515,4.10E-08
9157.105,4.10E-08
9159.448,5.88E-08
9161.824,5.88E-08
9163.188,6.45E-01
9164.146,6.45E-01
9173.266,2.18E-07
9173.938,2.18E-07
9176.628,6.54E-07
9177.868,6.54E-07
9218.805,8.40E-02
9219.41,8.40E-02
9226.777,1.42E-01
9227.93,1.42E-01
9234.577,1.68E-08
9235.396,1.68E-08
9237.75,4.54E-08
9239.198,4.54E-08
9250.118,2.03E-09
9251.914,2.03E-09
9253.773,2.87E-09
9256.418,2.87E-09
9288.597,1.57E-02
9289.359,1.57E-02
9295.798,2.54E-02
9297.159,2.54E-02
9301.508,9.76E-10
9302.489,9.76E-10
9304.506,2.68E-09
9306.18,2.68E-09
9308.535,6.80E+00
9308.562,6.80E+00
9309.898,1.50E+01
9309.952,1.50E+01
9311.553,3.30E+00
9311.665,3.30E+00
9311.934,2.43E+00
9311.955,2.43E+00
9313.256,1.27E+00
9313.377,1.27E+00
9315.416,6.64E+00
9315.499,6.64E+00
9315.871,2.49E+01
9315.931,2.49E+01
9320.22,7.00E-01
9320.31,7.00E-01
9320.435,3.90E-01
9320.545,3.90E-01
9324.989,9.88E+00
9325.024,9.88E+00
9326.264,2.70E+01
9326.31,2.70E+01
9333.053,9.60E-02
9333.134,9.60E-02
9333.56,1.64E-01
9333.738,1.64E-01
9340.404,9.48E+00
9340.428,9.48E+00
9350.847,8.33E-11
9351.127,1.92E-02
9351.159,1.92E-02
9352.088,3.17E-02
9352.375,3.17E-02
9352.854,8.33E-11
9363.874,2.37E-03
9364.808,2.37E-03
9370.422,3.72E-03
9372.01,3.72E-03
9374.293,5.10E-11
9374.683,3.17E-03
9374.717,3.17E-03
9375.452,5.10E-11
9375.944,5.03E-03
9376.361,5.03E-03
9376.874,6.87E+00
9376.907,6.87E+00
9377.128,1.29E-10
9378.526,6.47E+01
9378.54,6.47E+01
9379.049,1.29E-10
9385.458,2.18E+00
9385.513,2.18E+00
9389.26,2.55E+01
9389.307,2.55E+01
9399.641,9.26E-01
9399.697,9.26E-01
9403.802,4.30E-04
9403.92,4.30E-04
9404.609,9.56E+00
9404.713,9.56E+00
9405.281,6.62E-04
9405.848,6.62E-04
9419.296,3.74E-01
9419.331,3.74E-01
9422.257,1.39E+01
9422.37,1.39E+01
9424.773,3.21E+00
9424.954,3.21E+00
9438.648,4.84E-05
9438.871,4.84E-05
9440.266,7.28E-05
9441.006,7.28E-05
9442.186,4.66E+01
9442.294,4.66E+01
9444.336,1.32E-01
9444.342,1.32E-01
9444.858,2.93E-04
9445.978,2.93E-04
9449.923,9.37E-01
9450.2,9.37E-01
9450.85,4.47E-04
9452.684,4.47E-04
9453.197,2.49E-12
9454.55,2.49E-12
9461.085,1.86E+01
9461.161,1.86E+01
9474.693,3.96E-02
9474.758,3.96E-02
9479.348,5.38E+01
9479.392,4.55E-06
9479.561,5.38E+01
9479.735,4.55E-06
9480.209,2.35E-01
9480.602,2.35E-01
9481.09,6.71E-06
9482.025,6.71E-06
9505.418,1.61E+01
9505.425,1.61E+01
9510.441,9.91E-03
9510.583,9.91E-03
9515.774,5.07E-02
9516.301,5.07E-02
9521.793,4.06E+01
9522.139,4.06E+01
9526.229,3.60E-07
9526.715,3.60E-07
9527.968,5.22E-07
9529.124,5.22E-07
9531.794,2.98E-05
9533.114,2.98E-05
9537.306,4.44E-05
9539.408,4.44E-05
9551.668,2.07E-03
9551.902,2.07E-03
9555.11,1.03E+01
9555.199,1.03E+01
9556.765,9.26E-03
9557.444,9.26E-03
9569.714,2.31E+01
9570.213,2.31E+01
9579.396,2.41E-08
9580.045,2.41E-08
9581.148,3.44E-08
9582.55,3.44E-08
9598.496,3.59E-04
9598.84,3.59E-04
9603.34,1.44E-03
9604.191,1.44E-03
9610.261,5.07E+00
9610.463,5.07E+00
9623.27,1.04E+01
9623.938,1.04E+01
9624.949,2.50E-06
9626.49,2.50E-06
9630.047,3.65E-06
9632.439,3.65E-06
9639.166,1.37E-09
9639.999,1.37E-09
9651.084,5.25E-05
9651.556,5.25E-05
9654.108,3.99E-02
9654.275,3.99E-02
9655.483,2.44E-02
9655.675,1.91E-04
9655.69,2.44E-02
9655.863,2.64E-01
9656.059,2.64E-01
9656.436,4.66E-03
9656.561,4.66E-03
9656.722,1.91E-04
9657.172,2.97E-03
9657.371,2.97E-03
9658.145,1.54E-01
9658.345,1.54E-01
9661.63,1.35E+00
9661.838,1.35E+00
9662.903,4.42E-04
9662.974,4.42E-04
9663.182,2.80E-04
9663.36,2.80E-04
9665.218,7.45E-01
9665.396,7.45E-01
9670.988,1.97E+00
9671.319,5.24E+00
9671.322,1.97E+00
9671.524,5.24E+00
9673.513,2.07E-05
9673.567,3.08E-05
9673.57,3.08E-05
9673.658,2.07E-05
9676.818,2.69E+00
9676.957,2.69E+00
9682.607,3.76E+00
9683.466,3.76E+00
9684.807,1.52E+01
9684.994,1.52E+01
9688.184,1.20E-06
9688.284,1.20E-06
9688.409,1.75E-06
9688.485,1.75E-06
9693.122,7.12E+00
9693.203,7.12E+00
9701.923,3.18E+01
9702.073,3.18E+01
9707.229,5.53E-08
9707.274,5.53E-08
9707.552,7.93E-08
9707.717,7.93E-08
9709.623,6.43E-06
9710.241,6.43E-06
9713.97,2.13E-05
9714.365,1.32E+01
9714.374,1.32E+01
9715.234,2.13E-05
9722.447,4.08E+01
9722.546,4.08E+01
9724.624,1.74E-07
9726.406,1.74E-07
9729.36,2.51E-07
9730.68,2.02E-09
9730.699,2.02E-09
9731.066,2.86E-09
9731.327,2.86E-09
9732.069,2.51E-07
9737.459,6.17E-01
9737.938,6.17E-01
9740.727,1.49E+01
9740.794,1.49E+01
9747.888,1.11E+00
9748.953,1.11E+00
9758.562,5.92E-11
9758.65,5.92E-11
9759.027,8.29E-11
9759.388,8.29E-11
9774.336,6.68E-07
9775.12,6.68E-07
9778.451,2.02E-06
9779.958,2.02E-06
9790.997,1.40E-12
9791.156,1.40E-12
9792.09,1.20E+01
9792.11,1.20E+01
9793.797,1.10E+02
9793.809,1.10E+02
9799.211,3.55E+00
9799.24,3.55E+00
9802.337,3.81E+01
9802.377,3.81E+01
9809.871,1.56E-01
9810.514,1.56E-01
9810.89,1.34E+00
9810.911,1.34E+00
9814.633,1.20E+01
9814.717,1.20E+01
9819.289,2.66E-01
9820.581,2.66E-01
9826.957,4.44E-01
9826.959,4.44E-01
9830.848,3.20E+00
9830.989,3.20E+00
9831.152,1.01E-08
9833.196,1.01E-08
9835.567,1.44E-08
9838.623,1.44E-08
9845.478,5.73E-08
9846.45,5.73E-08
9847.272,1.20E-01
9847.312,1.20E-01
9849.376,1.66E-07
9851.095,7.09E-01
9851.125,2.44E+01
9851.155,1.66E-07
9851.245,2.44E+01
9851.307,7.09E-01
9871.814,2.70E-02
9871.902,2.70E-02
9874.768,8.16E+01
9874.921,8.16E+01
9875.459,1.29E-01
9875.753,1.29E-01
9888.457,3.22E-02
9889.279,3.22E-02
9897.015,5.29E-02
9897.437,3.01E+01
9897.479,3.01E+01
9898.556,5.29E-02
9900.585,4.33E-03
9900.733,4.33E-03
9904.012,1.92E-02
9904.398,1.92E-02
9917.249,8.43E+01
9917.532,8.43E+01
9923.342,4.26E-09
9924.526,4.26E-09
9927.039,1.15E-08
9929.119,1.15E-08
9933.619,6.30E-04
9933.839,6.30E-04
9936.818,2.21E-03
9937.312,2.21E-03
9944.353,2.20E+01
9944.386,2.20E+01
9944.901,4.94E-10
9944.915,1.07E+01
9944.923,1.07E+01
9947.234,4.94E-10
9947.957,2.25E+01
9948.022,2.25E+01
9948.127,5.10E+00
9948.269,5.10E+00
9949.212,3.47E+01
9949.261,3.47E+01
9950.418,9.61E+00
9950.529,9.61E+00
9951.055,4.12E+00
9951.13,4.12E+00
9952.35,2.13E+00
9952.498,2.13E+00
9959.286,3.60E+01
9959.328,3.60E+01
9959.354,1.36E+01
9959.413,1.36E+01
9962.996,1.30E+00
9963.011,7.13E-01
9963.142,7.13E-01
9963.162,1.30E+00
9964.447,5.41E+01
9964.877,5.41E+01
9970.969,6.98E-05
9971.271,6.98E-05
9973.478,5.49E-03
9973.949,2.21E-04
9974.499,5.49E-03
9974.56,2.21E-04
9975.079,1.26E+01
9975.087,1.26E+01
9980.099,1.95E-01
9980.189,1.95E-01
9980.921,3.37E-01
9981.202,3.37E-01
9981.303,8.69E-03
9983.117,8.69E-03
10002.643,1.17E+01
10002.832,1.17E+01
10003.664,4.39E-02
10003.691,4.39E-02
10005.015,7.22E-02
10005.436,7.22E-02
10008.264,2.66E-10
10009.687,2.66E-10
10011.772,7.01E-10
10012.705,5.90E-06
10013.103,5.90E-06
10014.064,8.85E+00
10014.109,8.85E+00
10014.187,7.01E-10
10015.48,1.66E-05
10015.548,8.36E+01
10015.562,8.36E+01
10016.222,1.66E-05
10016.438,2.49E+01
10017.025,2.49E+01
10024.046,2.84E+00
10024.122,2.84E+00
10028.173,3.39E+01
10028.228,3.39E+01
